10,1,"Stat: Constitution Modifier [10]","Statistic Modifier","Type","Applies the modifier value specified by the 'Statistic Modifier' field in the style specified by the 'Type' field.

Known values for 'Type' are:
0   Cumulative Modifier -> Constitution = Constitution + 'Statistic Modifier' value
1   Flat Value Modifier -> Constitution = 'Statistic Modifier' value
2   Percentage Modifier -> Constitution = (Constitution * 'Statistic Modifier' value) / 100

'Statistic Modifier' can be positive or negative.

With a Timing Modes of Permanent or Delayed, if 'Type' is 0 and 'Statistic Modifier' is positive, the statistic will alter and remain shown in white text, and a message 'Constitution raised permanently' will be shown.
With a Timing Modes of Permanent or Delayed, if 'Type' is 1 or 2, or 'Statistic Modifier' is negative, the statistic will alter and remain shown in white text, though no message is shown.
With all other Timing Modes, the statistic will alter and be shown in red text."
11,1,"Cure: Poison [11]","Irrelevant","Irrelevant","Removes the poison effect from the targetted creature(s).
Both parameters should be 0 (zero)."
12,1,"HP: Damage [12]","Damage Amount","Type","Damages the target by the value specified by the 'Damage Amount' field, with the damage type specified by the 'Type' field.

Known values for 'Type' are:
0           Crushing
1           Crushing Set to Value
2           Crushing Set to Percentage 
3           Crushing (save for half)
65536       Acid
65537       Acid Set to Value
65538       Acid Set to Percentage
65539       Acid (save for half)
131072      Cold
131073      Cold Set to Value
131074      Cold Set to Percentage
131075      Cold (save for half)
262144      Electricity
262145      Electricity Set to Value
262146      Electricity Set to Percentage
262147      Electricity (save for half)
524288      Fire
524289      Fire Set to Value
524290      Fire Set to Percentage
524291      Fire (save for half)
1048576     Piercing
1048577     Piercing Set to Value
1048578     Piercing Set to Percentage
1048579     Piercing (save for half)
2097152     Poison
2097153     Poison Set to Value
2097154     Poison Set to Percentage
2097155     Poison (save for half)
4194304     Magic
4194305     Magic Set to Value
4194306     Magic Set to Percentage
4194307     Magic (save for half)
8388608     Missile
8388609     Missile Set to Value
8388610     Missile Set to Percentage
8388611     Missile (save for half)
16777216    Slashing
16777217    Slashing Set to Value
16777218    Slashing Set to Percentage
16777218    Slashing (save for half)
33554432    Magic Fire
33554433    Magic Fire Set to Value
33554434    Magic Fire Set to Percentage
33554435    Magic Fire (save for half)
67108864    Magic Cold (?)
67108865    Magic Cold (?) Set to Value
67108866    Magic Cold (?) Set to Value
67108867    Magic Cold (?) (save for half)
134217728   Stunning
134217729   Stunning Set to Value
134217730   Stunning Set to Percentage
134217731   Stunning (save for half)
268435456   Soul Eater (?)
268435457   Soul Eater (?) Set to Value
268435458   Soul Eater (?) Set to Percentage
268435459   Soul Eater (?) (save for half)
1073741824  Disease
1073741825  Disease Set to Value
1073741825  Disease Set to Percentage
1073741827  Disease (save for half)

The Dice values can be used to inflict varying damage amounts - eg 2d6 would do 2-12 damage (Damage type is still specified by the 'Type' value).

NB. If 'Damage Amount' and the Dice values are both non-zero, the total damage inflicted is: 'Damage Amount' + Dice value.
NB. 'Damage Amount' can be positive or negative (though the damage sound will play in either case)."
13,1,"Death: Instant Death [13]","Text Notification","Death Type","Instantly kills the targetted creature(s), in the style specified by the 'Death Type' value.

Known values for 'Text Notification' are:
0   Show death message
1   Dont show death message

Known values for 'Death Type' are:
0   Acid death
1   Burning death
2   Crushed death
4   Normal death
8   Chunked death
16  Stoned death
32  Freezing death
64  Exploding stoned death
128 Exploding freezing death
256 Electrified death"
14,2,"(Defrost) [14]","Undefined","Undefined","The use of this effect is unknown, and effect of its parameters are undefined."
15,1,"Stat: Dexterity Modifier [15]","Statistic Modifier","Type","Applies the modifier value specified by the 'Statistic Modifier' field in the style specified by the 'Type' field.

Known values for 'Type' are:
0   Cumulative Modifier -> Dexterity = Dexterity + 'Statistic Modifier' value
1   Flat Value Modifier -> Dexterity = 'Statistic Modifier' value
2   Percentage Modifier -> Dexterity = (Dexterity * 'Statistic Modifier' value) / 100

'Statistic Modifier' can be positive or negative.

With a Timing Modes of Permanent or Delayed, if 'Type' is 0 and 'Statistic Modifier' is positive, the statistic will alter and remain shown in white text, and a message 'Dexterity raised permanently' will be shown.
With a Timing Modes of Permanent or Delayed, if 'Type' is 1 or 2, or 'Statistic Modifier' is negative, the statistic will alter and remain shown in white text, though no message is shown.
With all other Timing Modes, the statistic will alter and be shown in red text."
16,1,"State: Haste [16]","Irrelevant","Irrelevant","Increases the movement rate of the targetted creature(s). Has no effect on the number of attacks the target has."
17,1,"HP: Current HP Modifier [17]","Statistic Modifier","Type","Applies the modifier value specified by the 'Statistic Modifier' field in the style specified by the 'Type' field.

Known values for 'Type' are:
0   Cumulative Modifier -> HP = HP + 'Statistic Modifier' value
1   Flat Value Modifier -> HP = 'Statistic Modifier' value
2   Percentage Modifier -> HP = (HP * 'Statistic Modifier' value) / 100

NB. If 'Statistic Modifier' and the Dice values are both non-zero, the total HP change is: 'Statistic Modifier' + Dice value.
NB. 'Statistic Modifier' can be positive or negative."
18,1,"HP: Maximum HP Modifier [18]","Statistic Modifier","Type","Applies the modifier value specified by the 'Statistic Modifier' field in the style specified by the 'Type' field.

Known values for 'Type' are:
0   Cumulative Modifier -> HP = HP + 'Statistic Modifier' value
1   Flat Value Modifier -> HP = 'Statistic Modifier' value
2   Percentage Modifier -> HP = (HP * 'Statistic Modifier' value) / 100

3   As 0 (does not affect current HP)
4   As 1 (does not affect current HP)
5   As 2 (does not affect current HP)

NB. If 'Statistic Modifier' and the Dice values are both non-zero, the total HP change is: 'Statistic Modifier' + Dice value.
NB. 'Statistic Modifier' can be positive or negative."
19,1,"Stat: Intelligence Modifier [19]","Statistic Modifier","Type","Applies the modifier value specified by the 'Statistic Modifier' field in the style specified by the 'Type' field.

Known values for 'Type' are:
0   Cumulative Modifier -> Intelligence = Intelligence + 'Statistic Modifier' value
1   Flat Value Modifier -> Intelligence = 'Statistic Modifier' value
2   Percentage Modifier -> Intelligence = (Intelligence * 'Statistic Modifier' value) / 100

'Statistic Modifier' can be positive or negative.

With a Timing Modes of Permanent or Delayed, if 'Type' is 0 and 'Statistic Modifier' is positive, the statistic will alter and remain shown in white text, and a message 'Intelligence raised permanently' will be shown.
With a Timing Modes of Permanent or Delayed, if 'Type' is 1 or 2, or 'Statistic Modifier' is negative, the statistic will alter and remain shown in white text, though no message is shown.
With all other Timing Modes, the statistic will alter and be shown in red text."
20,1,"State: Invisibility [20]","Irrelevant","Irrelevant","Applies the invisibility effect, to the targetted creature(s)."
21,1,"Stat: Lore Modifier [21]","Statistic Modifier","Type","Applies the modifier value specified by the 'Statistic Modifier' field in the style specified by the 'Type' field.

Known values for 'Type' are:
0   Cumulative Modifier -> Lore = Lore + 'Statistic Modifier' value
1   Flat Value Modifier -> Lore = 'Statistic Modifier' value
2   Percentage Modifier -> Lore = (Lore * 'Statistic Modifier' value) / 100

'Statistic Modifier' can be positive or negative."
22,1,"Stat: Cummulative Luck Bonus [22]","Bonus","Undetermined","The Bonus parameter appears to modify THAC0 Bonus. Parameter #2 is still undetermined, but setting it to 0 should allow the effect to work."
23,1,"Stat: Morale Modifier [23]","Statistic Modifier","Type","Applies the modifier value specified by the 'Statistic Modifier' field in the style specified by the 'Type' field.

Known values for 'Type' are:
0   Cumulative Modifier -> Morale = Morale + 'Statistic Modifier' value
1   Flat Value Modifier -> Morale = 'Statistic Modifier' value
2   Percentage Modifier -> Morale = (Morale * 'Statistic Modifier' value) / 100" 
24,1,"State: Horror [24]","Irrelevant","Irrelevant","Applies the horror effect to the targetted creature(s).
Both parameters should be 0 (zero)."
25,1,"State: Poison [25]","Damage Amount","Type","Damages the target by the 'Damage Amount' value, in the style specified by the 'Type' field.

Known values for 'Type' are:
1   Inflict 'Damage Amount' as a percentage of total HP
2   Inflict 'Damage Amount' per second
3   Inflict 'Damage Amount' per round

NB. The 'Damage Amount' parameter should be set a positive value."
26,1,"Item: Remove Curse [26]","Irrelevant","Irrelevant","Removes cursed items from the targetted creature(s).
Both parameters should be 0 (zero)."
27,1,"Stat: Acid Resistance Modifier [27]","Statistic Modifier","Type","Applies the modifier value specified by the 'Statistic Modifier' field in the style specified by the 'Type' field.

Known values for 'Type' are:
0   Cumulative Modifier -> Resistance = Resistance + 'Statistic Modifier' value
1   Flat Value Modifier -> Resistance = 'Statistic Modifier' value
2   Percentage Modifier -> Resistance = (Resistance * 'Statistic Modifier' value) / 100

'Statistic Modifier' can be positive or negative."
28,1,"Stat: Cold Resistance Modifier [28]","Statistic Modifier","Type","Applies the modifier value specified by the 'Statistic Modifier' field in the style specified by the 'Type' field.

Known values for 'Type' are:
0   Cumulative Modifier -> Resistance = Resistance + 'Statistic Modifier' value
1   Flat Value Modifier -> Resistance = 'Statistic Modifier' value
2   Percentage Modifier -> Resistance = (Resistance * 'Statistic Modifier' value) / 100

'Statistic Modifier' can be positive or negative."
29,1,"Stat: Electricity Resistance Modifier [29]","Statistic Modifier","Type","Applies the modifier value specified by the 'Statistic Modifier' field in the style specified by the 'Type' field.

Known values for 'Type' are:
0   Cumulative Modifier -> Resistance = Resistance + 'Statistic Modifier' value
1   Flat Value Modifier -> Resistance = 'Statistic Modifier' value
2   Percentage Modifier -> Resistance = (Resistance * 'Statistic Modifier' value) / 100

'Statistic Modifier' can be positive or negative."
30,1,"Stat: Fire Resistance Modifier [30]","Statistic Modifier","Type","Applies the modifier value specified by the 'Statistic Modifier' field in the style specified by the 'Type' field.

Known values for 'Type' are:
0   Cumulative Modifier -> Resistance = Resistance + 'Statistic Modifier' value
1   Flat Value Modifier -> Resistance = 'Statistic Modifier' value
2   Percentage Modifier -> Resistance = (Resistance * 'Statistic Modifier' value) / 100

'Statistic Modifier' can be positive or negative."
31,1,"Stat: Magic Damage Resistance Modifier [31]","Statistic Modifier","Type","Applies the modifier value specified by the 'Statistic Modifier' field in the style specified by the 'Type' field.

Known values for 'Type' are:
0   Cumulative Modifier -> Resistance = Resistance + 'Statistic Modifier' value
1   Flat Value Modifier -> Resistance = 'Statistic Modifier' value
2   Percentage Modifier -> Resistance = (Resistance * 'Statistic Modifier' value) / 100

'Statistic Modifier' can be positive or negative."
32,1,"Cure: Death (Raise Dead) [32]","Irrelevant","Irrelevant","Raises the targetted creature(s) from the dead.
Both parameters should be 0 (zero)."
33,1,"Stat: Save vs. Death Modifier [33]","Statistic Modifier","Type","Applies the modifier value specified by the 'Statistic Modifier' field in the style specified by the 'Type' field.

Known values for 'Type' are:
0   Cumulative Modifier -> Save = Save + 'Statistic Modifier' value
1   Flat Value Modifier -> Save = 'Statistic Modifier' value
2   Percentage Modifier -> Save = (Save * 'Statistic Modifier' value) / 100

'Statistic Modifier' can be positive or negative."
34,1,"Stat: Save vs. Wands Modifier [34]","Statistic Modifier","Type","Applies the modifier value specified by the 'Statistic Modifier' field in the style specified by the 'Type' field.

Known values for 'Type' are:
0   Cumulative Modifier -> Save = Save + 'Statistic Modifier' value
1   Flat Value Modifier -> Save = 'Statistic Modifier' value
2   Percentage Modifier -> Save = (Save * 'Statistic Modifier' value) / 100

'Statistic Modifier' can be positive or negative."
35,1,"Stat: Save vs. Petrification/Polymorph Modifier [35]","Statistic Modifier","Type","Applies the modifier value specified by the 'Statistic Modifier' field in the style specified by the 'Type' field.

Known values for 'Type' are:
0   Cumulative Modifier -> Save = Save + 'Statistic Modifier' value
1   Flat Value Modifier -> Save = 'Statistic Modifier' value
2   Percentage Modifier -> Save = (Save * 'Statistic Modifier' value) / 100

'Statistic Modifier' can be positive or negative."
36,1,"Stat: Save vs. Breath Weapons Modifier [36]","Statistic Modifier","Type","Applies the modifier value specified by the 'Statistic Modifier' field in the style specified by the 'Type' field.

Known values for 'Type' are:
0   Cumulative Modifier -> Save = Save + 'Statistic Modifier' value
1   Flat Value Modifier -> Save = 'Statistic Modifier' value
2   Percentage Modifier -> Save = (Save * 'Statistic Modifier' value) / 100

'Statistic Modifier' can be positive or negative."
37,1,"Stat: Save vs. Spells Modifier [37]","Statistic Modifier","Type","Applies the modifier value specified by the 'Statistic Modifier' field in the style specified by the 'Type' field.

Known values for 'Type' are:
0   Cumulative Modifier -> Save = Save + 'Statistic Modifier' value
1   Flat Value Modifier -> Save = 'Statistic Modifier' value
2   Percentage Modifier -> Save = (Save * 'Statistic Modifier' value) / 100

'Statistic Modifier' can be positive or negative."
38,1,"State: Silence [38]","Irrelevant","Irrelevant","Applies the silence effect to the targetted creature(s).
Both parameters should be 0 (zero)."
39,1,"State: Unconsciousness [39]","Irrelevant","Irrelevant","Applies the unconsciousness effect to the targetted creature(s).
Both parameters should be 0 (zero)."
40,1,"State: Slow [40]","Irrelevant","Irrelevant","Applies the slow effect to the targetted creature(s).
Both parameters should be 0 (zero)."
41,2,"(Sparkle) [41]","Undefined","Undefined","The exact definitions of these parameter and exact functions are undefined at this time."
42,1,"Spell: Wizard Spell Slots Modifier [42]","Slot Amount Modifier","Spell Level","Alters the number of wizard spell slots available to the targetted creature(s), as specified by the 'Slot Amount Modifier' field, at the level specified by the 'Spell Level' field.

Known values for 'Spell Level' are:
0   Double spells
1   Level 1
..  ..
9   Level 9

For a 'Spell Level' of 0, the amount if spell slots is doubled for the level specified by the 'Slot Amount Modifier' value, and all levels below:
1   Level 1
2   Level 2
4   Level 3
8   Level 4
16  Level 5
32  Level 6
64  Level 7
128 Level 8
256 Level 9

'Statistic Modifier' can be positive or negative."
43,1,"Cure: Stone to Flesh [43]","Irrelevant","Irrelevant","Changes the targetted creature(s) from stone to flesh.
Both parameters should be 0 (zero)."
44,1,"Stat: Strength Modifier [44]","Statistic Modifier","Type","Applies the modifier value specified by the 'Statistic Modifier' field in the style specified by the 'Type' field.

Known values for 'Type' are:
0   Cumulative Modifier -> Strength = Strength + 'Statistic Modifier' value
1   Flat Value Modifier -> Strength = 'Statistic Modifier' value
2   Percentage Modifier -> Strength = (Strength * 'Statistic Modifier' value) / 100

'Statistic Modifier' can be positive or negative.

With a Timing Modes of Permanent or Delayed, if 'Type' is 0 and 'Statistic Modifier' is positive, the statistic will alter and remain shown in white text, and a message 'Strength raised permanently' will be shown.
With a Timing Modes of Permanent or Delayed, if 'Type' is 1 or 2, or 'Statistic Modifier' is negative, the statistic will alter and remain shown in white text, though no message is shown.
With all other Timing Modes, the statistic will alter and be shown in red text."
45,1,"State: Stun [45]","Irrelevant","Irrelevant","Stuns the targetted creature(s).
Both parameters should be 0 (zero)."
46,1,"Cure: Stun (Unstun) [46]","Irrelevant","Irrelevant","Unstuns the targetted creature(s).
Both parameters should be 0 (zero)."
47,2,"Cure: Invisibility [47]","Undefined","Undefined","Removes the invisibility effect from the targetted creature(s).
Both parameters should be 0 (zero)."
48,1,"Cure: Silence (Vocalize) [48]","Irrelevant","Irrelevant","Applies the vocalise effect to the targetted creature(s).
Both parameters should be 0 (zero)."
49,1,"Stat: Wisdom Modifier [49]","Statistic Modifier","Type","Applies the modifier value specified by the 'Statistic Modifier' field in the style specified by the 'Type' field.

Known values for 'Type' are:
0   Cumulative Modifier -> Wisdom = Wisdom + 'Statistic Modifier' value
1   Flat Value Modifier -> Wisdom = 'Statistic Modifier' value
2   Percentage Modifier -> Wisdom = (Wisdom * 'Statistic Modifier' value) / 100

'Statistic Modifier' can be positive or negative.

With a Timing Modes of Permanent or Delayed, if 'Type' is 0 and 'Statistic Modifier' is positive, the statistic will alter and remain shown in white text, and a message 'Wisdom raised permanently' will be shown.
With a Timing Modes of Permanent or Delayed, if 'Type' is 1 or 2, or 'Statistic Modifier' is negative, the statistic will alter and remain shown in white text, though no message is shown.
With all other Timing Modes, the statistic will alter and be shown in red text."
50,3,"colour: Glow by RGB (Brief) [50]","RGB colour","Location and Speed","Alters the colour of the area specified by the 'Location and Speed' field, to the colour specified by the 'RGB colour' field.

The 'RGB Colour' field is handled as follows:
Second byte = Red (0-255)
Third byte  = Green (0-255)
Fourth byte = Blue (0-255)

The 'Location and Speed' field is handled as follows:
First byte = Location
Third byte  = Speed (0-255)

A speed of 0 does not pulsate. A speed of 1 is fastest, and a speed of 255 is slowest.

Known values for 'Location and Speed' are:
00   Belt Buckle (on armor) or amulets (on robes) 
01   Minor colour
02   Major colour
03   Skin colour
04   Strap colour (on armor) or minor triming (on robes - the center strip down a robe and the hem on some robes)
05   Armor colour (and major triming on robe - cross trim and cape trim on  robe of archmagi)
06   Hair colour
16   Quillons or Crossguard
20   Grip (usually not visable as it's in the charcter's hand)
21   Blade or major portion of weapon
32   Shield hub
34   Shield panelling
37   Shield rim
48   Helm ornamentation - i.e. wings
49   Helm ornamentation - i.e. feathers/horsehair
50   Helm ornamentation - i.e. feathers/horsehair
52   Unknown but listed in helm01
53   Helm - the main covering"
51,3,"colour: Strong/Dark by RGB [51]","RGB colour","Location","Alters the colour of the area specified by the 'Location and Speed' field, to the colour specified by the 'RGB colour' field.

The 'RGB Colour' field is handled as follows:
Second byte = Red (0-255)
Third byte  = Green (0-255)
Fourth byte = Blue (0-255)

Known values for 'Location' are:
00   Belt Buckle (on armor) or amulets (on robes) 
01   Minor colour
02   Major colour
03   Skin colour
04   Strap colour (on armor) or minor triming (on robes - the center strip down a robe and the hem on some robes)
05   Armor colour (and major triming on robe - cross trim and cape trim on  robe of archmagi)
06   Hair colour
16   Quillons or Crossguard
20   Grip (usually not visable as it's in the charcter's hand)
21   Blade or major portion of weapon
32   Shield hub
34   Shield panelling
37   Shield rim
48   Helm ornamentation - i.e. wings
49   Helm ornamentation - i.e. feathers/horsehair
50   Helm ornamentation - i.e. feathers/horsehair
52   Unknown but listed in helm01
53   Helm - the main covering"
52,3,"colour: Very Bright by RGB [52]","RGB colour","Location","Alters the colour of the area specified by the 'Location' field, to the colour specified by the 'RGB colour' field.

The 'RGB Colour' field is handled as follows:
Second byte = Red (0-255)
Third byte  = Green (0-255)
Fourth byte = Blue (0-255)

Known values for 'Location' are:
00   Belt Buckle (on armor) or amulets (on robes) 
01   Minor colour
02   Major colour
03   Skin colour
04   Strap colour (on armor) or minor triming (on robes - the center strip down a robe and the hem on some robes)
05   Armor colour (and major triming on robe - cross trim and cape trim on  robe of archmagi)
06   Hair colour
16   Quillons or Crossguard
20   Grip (usually not visable as it's in the charcter's hand)
21   Blade or major portion of weapon
32   Shield hub
34   Shield panelling
37   Shield rim
48   Helm ornamentation - i.e. wings
49   Helm ornamentation - i.e. feathers/horsehair
50   Helm ornamentation - i.e. feathers/horsehair
52   Unknown but listed in helm01
53   Helm - the main covering"
53,1,"Graphics: Animation Change [53]","Animation ID","Type","Alters the animation of the targetted creature(s) to the animation specified by the 'Animation ID' field, in the style specified by the 'Type' field.

Known values for Animation ID' are: (from animate.ids - in decimal)

Known values for 'Type' are:
0   Change animation - non-permanently
1   Remove any non-permanent animation change ('Animation ID' is unused)
2   Change animation - permanently"
54,1,"Stat: THAC0 Modifier [54]","Statistic Modifier","Type","Applies the modifier value specified by the 'Statistic Modifier' field in the style specified by the 'Type' field.

Known values for 'Type' are:
0   Cumulative Modifier -> THAC0 = THAC0 + 'Statistic Modifier' value
1   Flat Value Modifier -> THAC0 = 'Statistic Modifier' value
2   Percentage Modifier -> THAC0 = (THAC0 * 'Statistic Modifier' value) / 100"
55,1,"Slay Creature [55]","IDS Entry","IDS File","Kills the targetted creature(s) with HD less than those specified by the Dice values, if the target(s) match the IDS mask.

Known values for 'IDS File' are:
2   EA.ids
3   General.ids
4   Race.ids
5   Class.ids
6   Specific.ids
7   Gender.ids
8   Align.ids

'IDS Entry' is a value from the specified IDS file, indicating the specific creature type to affect." 
56,1,"Alignment: Invert [56]","Irrelevant","Irrelevant","Inverts the alignment of the targetted creature(s).
Both parameters should be 0 (zero)."
57,1,"Alignment: Change [57]","Irrelevant","Alignment","Alters the alignment of the targetted creature(s) to the value specified by 'Alignment'.

Known values for 'Alignment' are:
00   None
17   Lawful Good
18   Lawful Neutral
19   Lawful Evil
33   Neutral Good
34   True Neutral
35   Neutral Evil
49   Chaotic Good
50   Chaotic Neutral
51   Chaotic Evil"
58,1,"Cure: Dispellable Effects (Dispel Magic) [58]","Irrelevant","Irrelevant","Dispels magic from the targetted creature(s) (excepting magical weapons eg. Spirtual Hammer).
Both parameters should be 0 (zero)."
59,1,"Stat: Stealth Modifier [59]","Statistic Modifier","Type","Applies the modifier value specified by the 'Statistic Modifier' field in the style specified by the 'Type' field.

Known values for 'Type' are:
0   Cumulative Modifier -> Stealth = Stealth + 'Statistic Modifier' value
1   Flat Value Modifier -> Stealth = 'Statistic Modifier' value
2   Percentage Modifier -> Stealth = (Stealth * 'Statistic Modifier' value) / 100"
60,1,"Miscast Magic","Statistic Modifier","Modifier Type","The Modifier Type parameter sets how the Statistic Modifier works. If it it a 00 then it makes the Modifier a flat point modifier (i.e. statistic plus the modifier number), if it is 01 the Modifier is a straight stat change (i.e. the statistic becomes what ever value the Modifier is), and if it is a 02 then the Modifier is a percentile modifier (i.e. the ability is multiplied by the Modifier value in percent so 10 is 10% making the ability 10% of its value)."
62,1,"Spell: Priest Spell Slots Modifier [62]","Slot Amount Modifier","Spell Level","Alters the number of priest spell slots available to the targetted creature(s), as specified by the 'Slot Amount Modifier' field, at the level specified by the 'Spell Level' field.

Known values for 'Spell Level' are:
0   Double spells
1   Level 1
..  ..
9   Level 9

For a 'Spell Level' of 0, the amount if spell slots is doubled for the level specified by the 'Slot Amount Modifier' value, and all levels below:
1   Level 1
2   Level 2
4   Level 3
8   Level 4
16  Level 5
32  Level 6
64  Level 7
128 Level 8
256 Level 9.

'Statistic Modifier' can be positive or negative."
63,1,"State: Infravision [63]","Irrelevant","Irrelevant","Gives the targetted creature(s) infravision.
Both parameters should be 0 (zero)."
64,2,"(Infravision off) [64]","Undefined","Undefined","The use of this effect is unknown, and effect of its parameters are undefined."
65,1,"State: Blur [65]","Irrelevant","Irrelevant","Applies the blur effect to the targetted creature(s).
Both parameters should be 0 (zero)."
66,1,"Transparency Fade","Fade Amount","Non-meaningful","Set the Fade Amount parameter to set how faded the Effect does. A 1 is fully visible and a 255 is nearly invisible."
